"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Quantidade produzida (Toneladas)"
"Brasil, Unidade da Federação e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Macaparana (PE)";"-"
"Machados (PE)";"-"
"Manari (PE)";"-"
"Maraial (PE)";"-"
"Mirandiba (PE)";"-"
"Moreno (PE)";"-"
"Nazaré da Mata (PE)";"-"
"Olinda (PE)";"..."
"Orobó (PE)";"-"
"Orocó (PE)";"-"
"Ouricuri (PE)";"-"
"Palmares (PE)";"-"
"Palmeirina (PE)";"-"
"Panelas (PE)";"-"
"Paranatama (PE)";"-"
"Parnamirim (PE)";"-"
"Passira (PE)";"-"
"Paudalho (PE)";"-"
"Paulista (PE)";"..."
"Pedra (PE)";"-"
"Pesqueira (PE)";"-"
"Petrolândia (PE)";"-"
"Petrolina (PE)";"-"
"Poção (PE)";"-"
"Pombos (PE)";"-"
"Primavera (PE)";"-"
"Quipapá (PE)";"-"
"Quixaba (PE)";"-"
"Recife (PE)";"..."
"Riacho das Almas (PE)";"-"
"Ribeirão (PE)";"-"
"Rio Formoso (PE)";"-"
"Sairé (PE)";"-"
"Salgadinho (PE)";"-"
"Salgueiro (PE)";"-"
"Saloá (PE)";"-"
"Sanharó (PE)";"-"
"Santa Cruz (PE)";"-"
"Santa Cruz da Baixa Verde (PE)";"-"
"Santa Cruz do Capibaribe (PE)";"-"
"Santa Filomena (PE)";"-"
"Santa Maria da Boa Vista (PE)";"-"
"Santa Maria do Cambucá (PE)";"-"
"Santa Terezinha (PE)";"-"
"São Benedito do Sul (PE)";"-"
"São Bento do Una (PE)";"-"
"São Caitano (PE)";"-"
"São João (PE)";"-"
"São Joaquim do Monte (PE)";"-"
"São José da Coroa Grande (PE)";"-"
"São José do Belmonte (PE)";"-"
"São José do Egito (PE)";"-"
"São Lourenço da Mata (PE)";"-"
"São Vicente Férrer (PE)";"-"
"Serra Talhada (PE)";"-"
"Serrita (PE)";"-"
"Sertânia (PE)";"-"
"Sirinhaém (PE)";"-"
"Moreilândia (PE)";"-"
"Solidão (PE)";"-"
"Surubim (PE)";"-"
"Tabira (PE)";"-"
"Tacaimbó (PE)";"-"
"Tacaratu (PE)";"-"
"Tamandaré (PE)";"-"
"Taquaritinga do Norte (PE)";"-"
"Terezinha (PE)";"-"
"Terra Nova (PE)";"-"
"Timbaúba (PE)";"-"
"Toritama (PE)";"..."
"Tracunhaém (PE)";"-"
"Trindade (PE)";"-"
"Triunfo (PE)";"-"
"Tupanatinga (PE)";"-"
"Tuparetama (PE)";"-"
"Venturosa (PE)";"-"
"Verdejante (PE)";"-"
"Vertente do Lério (PE)";"-"
"Vertentes (PE)";"-"
"Vicência (PE)";"-"
"Vitória de Santo Antão (PE)";"-"
"Xexéu (PE)";"-"
"Água Branca (AL)";"-"
"Anadia (AL)";"1862"
"Arapiraca (AL)";"-"
"Atalaia (AL)";"80"
"Barra de Santo Antônio (AL)";"-"
"Barra de São Miguel (AL)";"-"
"Batalha (AL)";"-"
"Belém (AL)";"-"
"Belo Monte (AL)";"-"
"Boca da Mata (AL)";"875"
"Branquinha (AL)";"-"
"Cacimbinhas (AL)";"-"
"Cajueiro (AL)";"-"
"Campestre (AL)";"-"
"Campo Alegre (AL)";"938"
"Campo Grande (AL)";"-"
"Canapi (AL)";"-"
"Capela (AL)";"-"
"Carneiros (AL)";"-"
"Chã Preta (AL)";"-"
"Coité do Nóia (AL)";"-"
"Colônia Leopoldina (AL)";"-"
"Coqueiro Seco (AL)";"-"
"Coruripe (AL)";"-"
"Craíbas (AL)";"-"
"Delmiro Gouveia (AL)";"-"
"Dois Riachos (AL)";"-"
"Estrela de Alagoas (AL)";"-"
"Feira Grande (AL)";"-"
"Feliz Deserto (AL)";"-"
"Flexeiras (AL)";"-"
"Girau do Ponciano (AL)";"-"
"Ibateguara (AL)";"-"
"Igaci (AL)";"-"
"Igreja Nova (AL)";"-"
"Inhapi (AL)";"-"
"Jacaré dos Homens (AL)";"-"
"Jacuípe (AL)";"-"
"Japaratinga (AL)";"-"
"Jaramataia (AL)";"-"
"Jequiá da Praia (AL)";"-"
"Joaquim Gomes (AL)";"-"
"Jundiá (AL)";"1226"
"Junqueiro (AL)";"1056"
"Lagoa da Canoa (AL)";"-"
"Limoeiro de Anadia (AL)";"2200"
"Maceió (AL)";"-"
"Major Isidoro (AL)";"-"
"Maragogi (AL)";"-"
"Maravilha (AL)";"-"
"Marechal Deodoro (AL)";"-"
"Maribondo (AL)";"-"
"Mar Vermelho (AL)";"-"
"Mata Grande (AL)";"-"
"Matriz de Camaragibe (AL)";"-"
"Messias (AL)";"-"
"Minador do Negrão (AL)";"-"
"Monteirópolis (AL)";"-"
"Murici (AL)";"-"
"Novo Lino (AL)";"213"
"Olho d'Água das Flores (AL)";"-"
"Olho d'Água do Casado (AL)";"-"
"Olho d'Água Grande (AL)";"-"
"Olivença (AL)";"-"
"Ouro Branco (AL)";"-"
"Palestina (AL)";"-"
"Palmeira dos Índios (AL)";"-"
"Pão de Açúcar (AL)";"-"
"Pariconha (AL)";"-"
"Paripueira (AL)";"-"
"Passo de Camaragibe (AL)";"-"
"Paulo Jacinto (AL)";"-"
"Penedo (AL)";"-"
"Piaçabuçu (AL)";"-"
"Pilar (AL)";"-"
"Pindoba (AL)";"-"
"Piranhas (AL)";"-"
"Poço das Trincheiras (AL)";"-"
"Porto Calvo (AL)";"1216"
"Porto de Pedras (AL)";"-"
"Porto Real do Colégio (AL)";"-"
"Quebrangulo (AL)";"-"
"Rio Largo (AL)";"-"
"Roteiro (AL)";"-"
"Santa Luzia do Norte (AL)";"-"
"Santana do Ipanema (AL)";"-"
"Santana do Mundaú (AL)";"-"
"São Brás (AL)";"-"
"São José da Laje (AL)";"-"
"São José da Tapera (AL)";"-"
"São Luís do Quitunde (AL)";"-"
"São Miguel dos Campos (AL)";"1302"
"São Miguel dos Milagres (AL)";"-"
"São Sebastião (AL)";"-"
"Satuba (AL)";"-"
"Senador Rui Palmeira (AL)";"-"
"Tanque d'Arca (AL)";"-"
"Taquarana (AL)";"-"
"Teotônio Vilela (AL)";"274"
"Traipu (AL)";"-"
"União dos Palmares (AL)";"-"
"Viçosa (AL)";"-"
"Amparo do São Francisco (SE)";"-"
"Aquidabã (SE)";"-"
"Aracaju (SE)";"-"
"Arauá (SE)";"-"
"Areia Branca (SE)";"-"
"Barra dos Coqueiros (SE)";"-"
"Boquim (SE)";"-"
"Brejo Grande (SE)";"-"
"Campo do Brito (SE)";"-"
"Canhoba (SE)";"-"
"Canindé de São Francisco (SE)";"-"
"Capela (SE)";"-"
"Carira (SE)";"-"
"Carmópolis (SE)";"-"
"Cedro de São João (SE)";"-"
"Cristinápolis (SE)";"-"
"Cumbe (SE)";"-"
"Divina Pastora (SE)";"-"
"Estância (SE)";"-"
"Feira Nova (SE)";"-"
"Frei Paulo (SE)";"-"
"Gararu (SE)";"-"
"General Maynard (SE)";"-"
"Gracho Cardoso (SE)";"-"
"Ilha das Flores (SE)";"-"
"Indiaroba (SE)";"-"
"Itabaiana (SE)";"-"
"Itabaianinha (SE)";"-"
"Itabi (SE)";"-"
"Itaporanga d'Ajuda (SE)";"-"
"Japaratuba (SE)";"-"
"Japoatã (SE)";"-"
"Lagarto (SE)";"-"
"Laranjeiras (SE)";"-"
"Macambira (SE)";"-"
"Malhada dos Bois (SE)";"-"
"Malhador (SE)";"-"
"Maruim (SE)";"-"
"Moita Bonita (SE)";"-"
"Monte Alegre de Sergipe (SE)";"-"
"Muribeca (SE)";"-"
"Neópolis (SE)";"-"
"Nossa Senhora Aparecida (SE)";"-"
"Nossa Senhora da Glória (SE)";"-"
"Nossa Senhora das Dores (SE)";"-"
"Nossa Senhora de Lourdes (SE)";"-"
"Nossa Senhora do Socorro (SE)";"-"
"Pacatuba (SE)";"-"
"Pedra Mole (SE)";"-"
"Pedrinhas (SE)";"-"
"Pinhão (SE)";"-"
"Pirambu (SE)";"-"
"Poço Redondo (SE)";"-"
"Poço Verde (SE)";"-"
"Porto da Folha (SE)";"-"
"Propriá (SE)";"-"
"Riachão do Dantas (SE)";"-"
"Riachuelo (SE)";"-"
"Ribeirópolis (SE)";"-"
"Rosário do Catete (SE)";"-"
"Salgado (SE)";"-"
"Santa Luzia do Itanhy (SE)";"-"
"Santana do São Francisco (SE)";"-"
"Santa Rosa de Lima (SE)";"-"
"Santo Amaro das Brotas (SE)";"-"
"São Cristóvão (SE)";"-"
"São Domingos (SE)";"-"
"São Francisco (SE)";"-"
"São Miguel do Aleixo (SE)";"-"
"Simão Dias (SE)";"-"
"Siriri (SE)";"-"
"Telha (SE)";"-"
"Tobias Barreto (SE)";"-"
"Tomar do Geru (SE)";"-"
"Umbaúba (SE)";"-"
"Abaíra (BA)";"-"
"Abaré (BA)";"-"
"Acajutiba (BA)";"-"
"Adustina (BA)";"-"
"Água Fria (BA)";"-"
"Érico Cardoso (BA)";"-"
"Aiquara (BA)";"-"
"Alagoinhas (BA)";"-"
"Alcobaça (BA)";"-"
"Almadina (BA)";"-"
"Amargosa (BA)";"-"
"Amélia Rodrigues (BA)";"-"
"América Dourada (BA)";"-"
"Anagé (BA)";"-"
"Andaraí (BA)";"-"
"Andorinha (BA)";"-"
"Angical (BA)";"-"
"Anguera (BA)";"-"
"Antas (BA)";"-"
"Antônio Cardoso (BA)";"-"
"Antônio Gonçalves (BA)";"-"
"Aporá (BA)";"-"
"Apuarema (BA)";"-"
"Aracatu (BA)";"-"
"Araçás (BA)";"-"
"Araci (BA)";"-"
"Aramari (BA)";"-"
"Arataca (BA)";"-"
"Aratuípe (BA)";"-"
"Aurelino Leal (BA)";"-"
"Baianópolis (BA)";"43914"
"Baixa Grande (BA)";"-"
"Banzaê (BA)";"-"
"Barra (BA)";"-"
"Barra da Estiva (BA)";"-"
"Barra do Choça (BA)";"-"
"Barra do Mendes (BA)";"-"
"Barra do Rocha (BA)";"-"
"Barreiras (BA)";"777504"
"Barro Alto (BA)";"-"
"Barrocas (BA)";"-"
"Barro Preto (BA)";"-"
"Belmonte (BA)";"-"
"Belo Campo (BA)";"-"
"Biritinga (BA)";"-"
"Boa Nova (BA)";"-"
"Boa Vista do Tupim (BA)";"-"
"Bom Jesus da Lapa (BA)";"-"
"Bom Jesus da Serra (BA)";"-"
"Boninal (BA)";"-"
"Bonito (BA)";"-"
"Boquira (BA)";"-"
"Botuporã (BA)";"-"
"Brejões (BA)";"-"
"Brejolândia (BA)";"-"
"Brotas de Macaúbas (BA)";"-"
"Brumado (BA)";"-"
"Buerarema (BA)";"-"
"Buritirama (BA)";"-"
"Caatiba (BA)";"-"
"Cabaceiras do Paraguaçu (BA)";"-"
"Cachoeira (BA)";"-"
"Caculé (BA)";"-"
"Caém (BA)";"-"
"Caetanos (BA)";"-"
"Caetité (BA)";"-"
"Cafarnaum (BA)";"-"
"Cairu (BA)";"-"
"Caldeirão Grande (BA)";"-"
"Camacan (BA)";"-"
"Camaçari (BA)";"-"
"Camamu (BA)";"-"
"Campo Alegre de Lourdes (BA)";"-"
"Campo Formoso (BA)";"-"
"Canápolis (BA)";"-"
"Canarana (BA)";"-"
"Canavieiras (BA)";"-"
"Candeal (BA)";"-"
"Candeias (BA)";"-"
"Candiba (BA)";"-"
"Cândido Sales (BA)";"-"
"Cansanção (BA)";"-"
"Canudos (BA)";"-"
"Capela do Alto Alegre (BA)";"-"
"Capim Grosso (BA)";"-"
"Caraíbas (BA)";"-"
"Caravelas (BA)";"-"
"Cardeal da Silva (BA)";"-"
"Carinhanha (BA)";"607"
"Casa Nova (BA)";"-"
"Castro Alves (BA)";"-"
"Catolândia (BA)";"-"
"Catu (BA)";"-"
"Caturama (BA)";"-"
"Central (BA)";"-"
"Chorrochó (BA)";"-"
"Cícero Dantas (BA)";"-"
"Cipó (BA)";"-"
"Coaraci (BA)";"-"
"Cocos (BA)";"57409"
"Conceição da Feira (BA)";"-"
"Conceição do Almeida (BA)";"-"
"Conceição do Coité (BA)";"-"
"Conceição do Jacuípe (BA)";"-"
"Conde (BA)";"-"
"Condeúba (BA)";"-"
"Contendas do Sincorá (BA)";"-"
"Coração de Maria (BA)";"-"
"Cordeiros (BA)";"-"
"Coribe (BA)";"-"
"Coronel João Sá (BA)";"-"
"Correntina (BA)";"655961"
"Cotegipe (BA)";"393"
"Cravolândia (BA)";"-"
"Crisópolis (BA)";"-"
"Cristópolis (BA)";"-"
"Cruz das Almas (BA)";"-"
"Curaçá (BA)";"-"
"Dário Meira (BA)";"-"
"Dias d'Ávila (BA)";"-"
"Dom Basílio (BA)";"-"
"Dom Macedo Costa (BA)";"-"
"Elísio Medrado (BA)";"-"
"Encruzilhada (BA)";"-"
"Entre Rios (BA)";"-"
"Esplanada (BA)";"-"
"Euclides da Cunha (BA)";"-"
"Eunápolis (BA)";"-"
"Fátima (BA)";"-"
"Feira da Mata (BA)";"-"
"Feira de Santana (BA)";"-"
"Filadélfia (BA)";"-"
"Firmino Alves (BA)";"-"
"Floresta Azul (BA)";"-"
"Formosa do Rio Preto (BA)";"1576620"
"Gandu (BA)";"-"
"Gavião (BA)";"-"
"Gentio do Ouro (BA)";"-"
"Glória (BA)";"-"
"Gongogi (BA)";"-"
"Governador Mangabeira (BA)";"-"
"Guajeru (BA)";"-"
"Guanambi (BA)";"-"
"Guaratinga (BA)";"-"
"Heliópolis (BA)";"-"
"Iaçu (BA)";"-"
"Ibiassucê (BA)";"-"
"Ibicaraí (BA)";"-"
"Ibicoara (BA)";"-"
"Ibicuí (BA)";"-"
"Ibipeba (BA)";"-"
"Ibipitanga (BA)";"-"
"Ibiquera (BA)";"-"
"Ibirapitanga (BA)";"-"
"Ibirapuã (BA)";"-"
"Ibirataia (BA)";"-"
"Ibitiara (BA)";"-"
"Ibititá (BA)";"-"
"Ibotirama (BA)";"-"
"Ichu (BA)";"-"
"Igaporã (BA)";"-"
"Igrapiúna (BA)";"-"
"Iguaí (BA)";"-"
"Ilhéus (BA)";"-"
"Inhambupe (BA)";"-"
"Ipecaetá (BA)";"-"
"Ipiaú (BA)";"-"
"Ipirá (BA)";"-"
"Ipupiara (BA)";"-"
"Irajuba (BA)";"-"
"Iramaia (BA)";"-"
"Iraquara (BA)";"-"
"Irará (BA)";"-"
"Irecê (BA)";"-"
"Itabela (BA)";"-"
"Itaberaba (BA)";"-"
"Itabuna (BA)";"-"
"Itacaré (BA)";"-"
"Itaeté (BA)";"-"
"Itagi (BA)";"-"
"Itagibá (BA)";"-"
"Itagimirim (BA)";"-"
"Itaguaçu da Bahia (BA)";"-"
"Itaju do Colônia (BA)";"-"
"Itajuípe (BA)";"-"
"Itamaraju (BA)";"-"
"Itamari (BA)";"-"
"Itambé (BA)";"-"
"Itanagra (BA)";"-"
"Itanhém (BA)";"-"
"Itaparica (BA)";"-"
"Itapé (BA)";"-"
"Itapebi (BA)";"-"
"Itapetinga (BA)";"-"
"Itapicuru (BA)";"142"
"Itapitanga (BA)";"-"
"Itaquara (BA)";"-"
"Itarantim (BA)";"-"
"Itatim (BA)";"62"
"Itiruçu (BA)";"-"
"Itiúba (BA)";"-"
"Itororó (BA)";"-"
"Ituaçu (BA)";"-"
"Ituberá (BA)";"-"
"Iuiu (BA)";"-"
"Jaborandi (BA)";"350028"
"Jacaraci (BA)";"-"
"Jacobina (BA)";"-"
"Jaguaquara (BA)";"-"
"Jaguarari (BA)";"-"
"Jaguaripe (BA)";"-"
"Jandaíra (BA)";"-"
"Jequié (BA)";"-"
"Jeremoabo (BA)";"-"
"Jiquiriçá (BA)";"-"
"Jitaúna (BA)";"-"
"João Dourado (BA)";"-"
"Juazeiro (BA)";"-"
"Jucuruçu (BA)";"-"
"Jussara (BA)";"-"
"Jussari (BA)";"-"
"Jussiape (BA)";"-"
"Lafaiete Coutinho (BA)";"-"
"Lagoa Real (BA)";"-"
"Laje (BA)";"-"
"Lajedão (BA)";"-"
"Lajedinho (BA)";"-"
"Lajedo do Tabocal (BA)";"-"
"Lamarão (BA)";"-"
"Lapão (BA)";"-"
"Lauro de Freitas (BA)";"-"
"Lençóis (BA)";"-"
"Licínio de Almeida (BA)";"-"
"Livramento de Nossa Senhora (BA)";"-"
"Luís Eduardo Magalhães (BA)";"646854"
"Macajuba (BA)";"-"
"Macarani (BA)";"-"
"Macaúbas (BA)";"-"
"Macururé (BA)";"-"
"Madre de Deus (BA)";"..."
"Maetinga (BA)";"-"
"Maiquinique (BA)";"-"
"Mairi (BA)";"-"
"Malhada (BA)";"1702"
"Malhada de Pedras (BA)";"-"
"Manoel Vitorino (BA)";"-"
"Mansidão (BA)";"-"
"Maracás (BA)";"-"
"Maragogipe (BA)";"-"
"Maraú (BA)";"-"
"Marcionílio Souza (BA)";"-"
"Mascote (BA)";"-"
"Mata de São João (BA)";"-"
"Matina (BA)";"-"
"Medeiros Neto (BA)";"-"
"Miguel Calmon (BA)";"-"
"Milagres (BA)";"-"
"Mirangaba (BA)";"-"
"Mirante (BA)";"-"
"Monte Santo (BA)";"-"
"Morpará (BA)";"-"
"Morro do Chapéu (BA)";"-"
"Mortugaba (BA)";"-"
"Mucugê (BA)";"3276"
"Mucuri (BA)";"-"
"Mulungu do Morro (BA)";"-"
"Mundo Novo (BA)";"-"
"Muniz Ferreira (BA)";"-"
"Muquém do São Francisco (BA)";"144"
"Muritiba (BA)";"-"
"Mutuípe (BA)";"-"
"Nazaré (BA)";"-"
"Nilo Peçanha (BA)";"-"
"Nordestina (BA)";"-"
"Nova Canaã (BA)";"-"
"Nova Fátima (BA)";"-"
"Nova Ibiá (BA)";"-"
"Nova Itarana (BA)";"-"
"Nova Redenção (BA)";"-"
"Nova Soure (BA)";"-"
"Nova Viçosa (BA)";"-"
"Novo Horizonte (BA)";"-"
"Novo Triunfo (BA)";"-"
"Olindina (BA)";"-"
"Oliveira dos Brejinhos (BA)";"-"
"Ouriçangas (BA)";"-"
"Ourolândia (BA)";"-"
"Palmas de Monte Alto (BA)";"-"
"Palmeiras (BA)";"-"
"Paramirim (BA)";"-"
"Paratinga (BA)";"-"
"Paripiranga (BA)";"-"
"Pau Brasil (BA)";"-"
"Paulo Afonso (BA)";"-"
"Pé de Serra (BA)";"-"
"Pedrão (BA)";"-"
"Pedro Alexandre (BA)";"-"
"Piatã (BA)";"-"
"Pilão Arcado (BA)";"-"
"Pindaí (BA)";"-"
"Pindobaçu (BA)";"-"
"Pintadas (BA)";"-"
"Piraí do Norte (BA)";"-"
"Piripá (BA)";"-"
"Piritiba (BA)";"-"
"Planaltino (BA)";"-"
"Planalto (BA)";"-"
"Poções (BA)";"-"
"Pojuca (BA)";"-"
"Ponto Novo (BA)";"-"
"Porto Seguro (BA)";"-"
"Potiraguá (BA)";"-"
"Prado (BA)";"-"
"Presidente Dutra (BA)";"-"
"Presidente Jânio Quadros (BA)";"-"
"Presidente Tancredo Neves (BA)";"-"
"Queimadas (BA)";"-"
"Quijingue (BA)";"-"
"Quixabeira (BA)";"-"
"Rafael Jambeiro (BA)";"-"
"Remanso (BA)";"-"
"Retirolândia (BA)";"-"
"Riachão das Neves (BA)";"495000"
"Riachão do Jacuípe (BA)";"-"
"Riacho de Santana (BA)";"-"
"Ribeira do Amparo (BA)";"-"
"Ribeira do Pombal (BA)";"-"
"Ribeirão do Largo (BA)";"-"
"Rio de Contas (BA)";"-"
"Rio do Antônio (BA)";"-"
"Rio do Pires (BA)";"-"
"Rio Real (BA)";"-"
"Rodelas (BA)";"-"
"Ruy Barbosa (BA)";"-"
"Salinas da Margarida (BA)";"-"
"Salvador (BA)";"-"
"Santa Bárbara (BA)";"-"
"Santa Brígida (BA)";"-"
"Santa Cruz Cabrália (BA)";"-"
"Santa Cruz da Vitória (BA)";"-"
"Santa Inês (BA)";"-"
"Santaluz (BA)";"-"
"Santa Luzia (BA)";"-"
"Santa Maria da Vitória (BA)";"-"
"Santana (BA)";"7440"
"Santanópolis (BA)";"-"
"Santa Rita de Cássia (BA)";"2500"
"Santa Terezinha (BA)";"-"
"Santo Amaro (BA)";"-"
"Santo Antônio de Jesus (BA)";"-"
"Santo Estêvão (BA)";"-"
"São Desidério (BA)";"1434027"
"São Domingos (BA)";"-"
"São Félix (BA)";"-"
"São Félix do Coribe (BA)";"-"
"São Felipe (BA)";"-"
"São Francisco do Conde (BA)";"-"
"São Gabriel (BA)";"-"
"São Gonçalo dos Campos (BA)";"-"
"São José da Vitória (BA)";"-"
"São José do Jacuípe (BA)";"-"
"São Miguel das Matas (BA)";"-"
"São Sebastião do Passé (BA)";"-"
"Sapeaçu (BA)";"-"
"Sátiro Dias (BA)";"-"
"Saubara (BA)";"-"
"Saúde (BA)";"-"
"Seabra (BA)";"-"
"Sebastião Laranjeiras (BA)";"-"
"Senhor do Bonfim (BA)";"-"
"Serra do Ramalho (BA)";"15736"
"Sento Sé (BA)";"-"
"Serra Dourada (BA)";"-"
"Serra Preta (BA)";"-"
"Serrinha (BA)";"-"
"Serrolândia (BA)";"-"
"Simões Filho (BA)";"-"
"Sítio do Mato (BA)";"899"
"Sítio do Quinto (BA)";"-"
"Sobradinho (BA)";"-"
"Souto Soares (BA)";"-"
"Tabocas do Brejo Velho (BA)";"3804"
"Tanhaçu (BA)";"-"
"Tanque Novo (BA)";"-"
"Tanquinho (BA)";"-"
"Taperoá (BA)";"-"
"Tapiramutá (BA)";"-"
"Teixeira de Freitas (BA)";"-"
"Teodoro Sampaio (BA)";"-"
"Teofilândia (BA)";"-"
"Teolândia (BA)";"-"
"Terra Nova (BA)";"-"
"Tremedal (BA)";"-"
"Tucano (BA)";"-"
"Uauá (BA)";"-"
"Ubaíra (BA)";"-"
"Ubaitaba (BA)";"-"
"Ubatã (BA)";"-"
"Uibaí (BA)";"-"
"Umburanas (BA)";"-"
"Una (BA)";"-"
"Urandi (BA)";"-"
"Uruçuca (BA)";"-"
"Utinga (BA)";"-"
"Valença (BA)";"-"
"Valente (BA)";"-"
"Várzea da Roça (BA)";"-"
"Várzea do Poço (BA)";"-"
"Várzea Nova (BA)";"-"
"Varzedo (BA)";"-"
"Vera Cruz (BA)";"-"
"Vereda (BA)";"-"
"Vitória da Conquista (BA)";"-"
"Wagner (BA)";"-"
"Wanderley (BA)";"-"
"Wenceslau Guimarães (BA)";"-"
"Xique-Xique (BA)";"-"
"Abadia dos Dourados (MG)";"13650"
"Abaeté (MG)";"1755"
"Abre Campo (MG)";"-"
"Acaiaca (MG)";"-"
"Açucena (MG)";"-"
"Água Boa (MG)";"-"
"Água Comprida (MG)";"35200"
"Aguanil (MG)";"1512"
"Águas Formosas (MG)";"-"
"Águas Vermelhas (MG)";"-"
"Aimorés (MG)";"-"
"Aiuruoca (MG)";"722"
"Alagoa (MG)";"-"
"Albertina (MG)";"-"
"Além Paraíba (MG)";"-"
"Alfenas (MG)";"54600"
"Alfredo Vasconcelos (MG)";"-"
"Almenara (MG)";"-"
"Alpercata (MG)";"-"
"Alpinópolis (MG)";"10530"
"Alterosa (MG)";"4248"
"Alto Caparaó (MG)";"-"
"Alto Rio Doce (MG)";"-"
"Alvarenga (MG)";"-"
"Alvinópolis (MG)";"-"
"Alvorada de Minas (MG)";"-"
"Amparo do Serra (MG)";"-"
"Andradas (MG)";"2266"
"Cachoeira de Pajeú (MG)";"-"
"Andrelândia (MG)";"5850"
"Angelândia (MG)";"-"
"Antônio Carlos (MG)";"507"
"Antônio Dias (MG)";"-"
"Antônio Prado de Minas (MG)";"-"
"Araçaí (MG)";"-"
"Aracitaba (MG)";"-"
"Araçuaí (MG)";"-"
"Araguari (MG)";"138600"
"Arantina (MG)";"-"
"Araponga (MG)";"-"
"Araporã (MG)";"18355"
"Arapuá (MG)";"-"
"Araújos (MG)";"354"
"Araxá (MG)";"46800"
"Arceburgo (MG)";"1093"
"Arcos (MG)";"20680"
"Areado (MG)";"4680"
"Argirita (MG)";"-"
"Aricanduva (MG)";"-"
"Arinos (MG)";"30000"
"Astolfo Dutra (MG)";"-"
"Ataléia (MG)";"-"
"Augusto de Lima (MG)";"-"
"Baependi (MG)";"1155"
"Baldim (MG)";"2808"
"Bambuí (MG)";"33852"
"Bandeira (MG)";"-"
"Bandeira do Sul (MG)";"156"
"Barão de Cocais (MG)";"-"
"Barão de Monte Alto (MG)";"-"
"Barbacena (MG)";"-"
"Barra Longa (MG)";"-"
"Barroso (MG)";"-"
"Bela Vista de Minas (MG)";"-"
"Belmiro Braga (MG)";"-"
"Belo Horizonte (MG)";"..."
"Belo Oriente (MG)";"-"
"Belo Vale (MG)";"-"
"Berilo (MG)";"-"
"Bertópolis (MG)";"-"
"Berizal (MG)";"-"
"Betim (MG)";"-"
"Bias Fortes (MG)";"-"
"Bicas (MG)";"-"
"Biquinhas (MG)";"585"
"Boa Esperança (MG)";"20200"
"Bocaina de Minas (MG)";"-"
"Bocaiúva (MG)";"-"
"Bom Despacho (MG)";"34200"
"Bom Jardim de Minas (MG)";"-"
"Bom Jesus da Penha (MG)";"13908"
"Bom Jesus do Amparo (MG)";"-"
"Bom Jesus do Galho (MG)";"-"
"Bom Repouso (MG)";"-"
"Bom Sucesso (MG)";"900"
"Bonfim (MG)";"-"
"Bonfinópolis de Minas (MG)";"82500"
"Bonito de Minas (MG)";"-"
"Borda da Mata (MG)";"446"
"Botelhos (MG)";"-"
"Botumirim (MG)";"-"
"Brasilândia de Minas (MG)";"23400"
"Brasília de Minas (MG)";"-"
"Brás Pires (MG)";"-"
"Braúnas (MG)";"-"
"Brazópolis (MG)";"-"
"Brumadinho (MG)";"-"
"Bueno Brandão (MG)";"-"
"Buenópolis (MG)";"-"
"Bugre (MG)";"-"
"Buritis (MG)";"350550"
"Buritizeiro (MG)";"66339"
"Cabeceira Grande (MG)";"89280"
"Cabo Verde (MG)";"2052"
"Cachoeira da Prata (MG)";"-"
"Cachoeira de Minas (MG)";"264"
"Cachoeira Dourada (MG)";"32800"
"Caetanópolis (MG)";"-"
"Caeté (MG)";"-"
"Caiana (MG)";"-"
"Cajuri (MG)";"-"
"Caldas (MG)";"2394"
"Camacho (MG)";"-"
"Camanducaia (MG)";"-"
"Cambuí (MG)";"-"
"Cambuquira (MG)";"1900"
"Campanário (MG)";"-"
"Campanha (MG)";"9300"
"Campestre (MG)";"3900"
"Campina Verde (MG)";"19800"
"Campo Azul (MG)";"-"
"Campo Belo (MG)";"1800"
"Campo do Meio (MG)";"7440"
"Campo Florido (MG)";"87400"
"Campos Altos (MG)";"16200"
"Campos Gerais (MG)";"11100"
"Canaã (MG)";"-"
"Canápolis (MG)";"78600"
"Cana Verde (MG)";"366"
"Candeias (MG)";"5985"
"Cantagalo (MG)";"-"
"Caparaó (MG)";"-"
"Capela Nova (MG)";"-"
"Capelinha (MG)";"-"
"Capetinga (MG)";"4140"
"Capim Branco (MG)";"-"
"Capinópolis (MG)";"128616"
"Capitão Andrade (MG)";"-"
"Capitão Enéas (MG)";"-"
"Capitólio (MG)";"1830"
"Caputira (MG)";"-"
"Caraí (MG)";"-"
"Caranaíba (MG)";"-"
"Carandaí (MG)";"2124"
"Carangola (MG)";"-"
"Caratinga (MG)";"-"
"Carbonita (MG)";"-"
"Careaçu (MG)";"1560"
"Carlos Chagas (MG)";"-"
"Carmésia (MG)";"-"
"Carmo da Cachoeira (MG)";"5400"
"Carmo da Mata (MG)";"540"
"Carmo de Minas (MG)";"3744"
"Carmo do Cajuru (MG)";"-"
"Carmo do Paranaíba (MG)";"7400"
"Carmo do Rio Claro (MG)";"28080"
"Carmópolis de Minas (MG)";"-"
"Carneirinho (MG)";"-"
"Carrancas (MG)";"24180"
"Carvalhópolis (MG)";"279"
"Carvalhos (MG)";"-"
"Casa Grande (MG)";"648"
"Cascalho Rico (MG)";"6605"
